PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,DailyDate
02LPW,6k1/p1n5/3p2p1/2pPp1Pp/1p2P3/3PB1P1/PPK5/8 b - - 5 35,a7a5 c2b3 h5h4 g3h4,1941,76,94,3271,crushing endgame short,https://lichess.org/LZQk7XNb/black#70,,
02LPt,1kr5/5ppp/3rp3/p7/P1pN1q2/1nQ2P2/6PP/1R1R2K1 w - - 1 33,b1b3 c4b3 c3b3 b8a8,1712,98,65,18,crushing defensiveMove middlegame short,https://lichess.org/LK1Ihcp4#65,,
02LQB,r5k1/5pp1/r6p/P1Q5/7P/8/3q1PP1/R2R2K1 b - - 2 26,a6a5 d1d2 a5a1 g1h2,1625,79,79,48,crushing defensiveMove endgame short,https://lichess.org/CyDtGea8/black#52,,
02LST,8/R7/2P4k/3n3p/P5p1/4P1P1/r4PKP/8 w - - 2 39,c6c7 d5e3 g2h1 a2a1,1262,80,92,618,endgame mate mateIn2 pin short,https://lichess.org/o57hZvVg#77,,
02LVy,8/8/8/1k6/1p2K3/2p5/1N6/8 w - - 0 69,b2d3 b4b3 e4d4 b3b2 d4c3 b2b1q,2067,76,88,179,advancedPawn crushing endgame knightEndgame long promotion,https://lichess.org/XehZnxRT#137,,
02LWd,8/8/3p4/2pPbQ2/P5Pk/1P5P/3q4/5B1K w - - 5 38,f5f3 d2h2,1075,118,91,48,endgame mate mateIn1 oneMove,https://lichess.org/50cilP80#75,,
02LWp,rr6/Q4Rp1/k3p2q/2Bp4/P6p/7P/2P3P1/6K1 b - - 0 27,a8a7 f7a7,625,86,99,1164,endgame mate mateIn1 oneMove operaMate,https://lichess.org/oh0XKotT/black#54,,
02LXB,1br1r1k1/p1qb1ppp/5n2/1p1p4/1P1P3n/2NQPN1P/3BBPP1/2R2RK1 w - - 2 20,c3d5 h4f3 g2f3 c7h2,1600,80,94,4402,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/YTCpW3ry#39,,
02LYC,5rk1/6rp/p1Q1q3/4N3/4PP2/2N4b/PPP2R1P/R5K1 w - - 1 29,f2g2 g7g2 g1h1 e6c6,1654,75,73,211,advantage middlegame short,https://lichess.org/7GM7Nud2#57,,
02Lda,2k1r3/pp3p1p/2p5/q1b1B3/3nP3/2N3QP/PP3PP1/5K1R w - - 4 20,f1g1 e8e5 g3e5 d4f3 g2f3 c5f2 g1f2 a5e5,2416,76,93,4323,advantage discoveredAttack kingsideAttack middlegame sacrifice veryLong,https://lichess.org/n1mQcQwR#39,,
02LgW,3r4/p4k1p/1p4p1/2P1pp2/8/1P2K3/P4PPP/2R5 b - - 0 27,d8c8 c5b6 c8c1 b6b7,1908,74,88,508,advancedPawn crushing endgame master rookEndgame sacrifice short,https://lichess.org/WHJLsIav/black#54,,
02Li0,r4rk1/ppp2pb1/6p1/4N1qp/2BB1n2/2P2b1P/PP3P1K/R2QR3 w - - 0 18,e5f3 g5g2,741,94,100,77,mate mateIn1 middlegame oneMove,https://lichess.org/h5GKn8g9#35,Scandinavian_Defense Scandinavian_Defense_Marshall_Variation,
02LnU,8/1p6/2p2k2/p4n1B/P1P4P/1P6/8/5K2 w - - 1 52,h5g4 f5e3 f1e2 e3g4,828,91,66,138,crushing endgame fork master short,https://lichess.org/TxQHSVzH#103,,
02Lqe,3r2k1/5ppp/R2R4/p3r3/8/1P4P1/5P1P/6K1 b - - 0 24,d8d6 a6a8 d6d8 a8d8 e5e8 d8e8,579,87,100,313,backRankMate endgame long mate mateIn3 rookEndgame,https://lichess.org/2AO8ElAV/black#48,,
02LtW,8/2k5/6R1/6P1/2Bp1K2/1P2r3/3b4/8 w - - 7 55,g6g7 e3e7 f4f5 e7g7,1255,75,100,239,crushing discoveredAttack endgame short,https://lichess.org/NmZE2kEB#109,,
02LtX,r3k2r/ppQ1n1p1/1p1R4/6p1/8/P3qP1b/BPP4P/5R1K b kq - 2 22,h3f1 c7d7 e8f8 d7d8 a8d8 d6d8,1916,79,95,17019,exposedKing long mate mateIn3 middlegame pillsburysMate sacrifice,https://lichess.org/2KqyOx6N/black#44,,
02LuE,8/p2Q4/5kp1/2P4p/7P/1q4PK/8/8 w - - 2 60,c5c6 b3e6 d7e6 f6e6 c6c7 e6d7 c7c8q d7c8,1120,75,100,438,crushing endgame queenEndgame veryLong,https://lichess.org/PXla7Amc#119,,
02Lx4,4r3/p2k1ppp/bn6/3pr3/8/BP3P2/P2N1KPP/R3R3 w - - 2 22,a3b2 e5e2 e1e2 e8e2,1371,76,94,6459,collinearMove crushing fork middlegame short,https://lichess.org/F9X79Itx#43,,
02M1o,3r4/p2r1p2/5nkp/2b1B1p1/8/P1Rp3P/1P1R1PP1/6K1 w - - 0 29,c3c5 f6e4 c5c6 g6f5,2071,76,87,233,crushing defensiveMove endgame fork master short,https://lichess.org/Mh8CLtqP#57,,
02M22,4R3/pp3p1k/4b1pp/2r5/2P1Q1P1/8/P4PKP/3r4 b - - 2 28,c5c4 e4e5 c4g4 g2f3,1687,76,91,1465,advantage defensiveMove endgame short,https://lichess.org/R6ACTRiG/black#56,,
02M26,4R1k1/pp4pp/2p2r2/3p1b1P/5p2/2PB1P2/PP1K4/8 b - - 1 32,f6f8 e8f8 g8f8 d3f5,1166,89,94,2425,crushing endgame short,https://lichess.org/GCs9OCYM/black#64,,
02M2b,1n4k1/6p1/p5r1/1p2Qp1q/8/1P2P3/P4P1P/R1B2RK1 w - - 1 25,g1h1 h5f3,926,77,95,168,mate mateIn1 middlegame oneMove,https://lichess.org/1XfJtRRP#49,,
02M6N,8/p5r1/1p6/1PkP4/4P2K/8/8/R7 b - - 7 77,c5b5 e4e5 g7e7 a1e1 b5c5 d5d6,2712,89,96,223,crushing endgame long quietMove rookEndgame,https://lichess.org/S4o9HvtZ/black#154,,
02M9r,3q4/5pk1/4p1p1/3p2P1/p2P1K2/P3QP2/8/8 b - - 7 44,d8b8 e3e5 b8e5 f4e5 g7f8 e5d6,2248,78,86,151,crushing endgame long queenEndgame,https://lichess.org/3Z1z3im0/black#88,,
02M9t,2kr3r/ppp2p2/3bb2p/1P4p1/P1PpNq2/3P1B2/5PPP/R2Q1RK1 w - - 2 18,a4a5 f4h2,545,90,100,191,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/Y8oDLWZc#35,Kings_Pawn_Game Kings_Pawn_Game_MacLeod_Attack,
02MA3,1r4k1/p1p3p1/2p5/2Pp4/3P1N1q/3B1Prb/PP1R3Q/1R5K w - - 3 29,f4g2 h3g2 d2g2 g3h3 d3f5 h3h2,1637,74,96,2762,advantage kingsideAttack long middlegame pin,https://lichess.org/9VkfvsKi#57,,
02MB7,r1b2rk1/pppp1ppp/2n2q1n/2b1P1N1/2Bp4/3Q4/PPP2PPP/RNB2RK1 b - - 0 8,c6e5 d3h7,1090,86,89,488,kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/btkR2GcG/black#16,,
02MCr,1n1r3k/p4pp1/bp1Pp2p/4Pq1P/Q4B2/2N2BP1/PP3P2/6K1 b - - 2 28,f5d3 f3e2 d3e2 c3e2,1684,75,98,1459,advantage master middlegame short,https://lichess.org/BNT4d0Yi/black#56,,
02MFn,3rr2b/1p1q3k/p1pBbppP/2Pp4/1P4P1/P4P2/3QR3/4R1K1 b - - 1 34,e6f7 e2e7 e8e7 e1e7,1637,73,96,23397,advantage collinearMove middlegame short,https://lichess.org/XTzhEzlC/black#68,,
02MII,2r3k1/pp3ppp/4pn2/3p4/1P5P/P1n3P1/4RbBK/2R5 b - - 1 24,c3e2 c1c8 f6e8 c8e8,576,98,82,785,backRankMate endgame hangingPiece mate mateIn2 short,https://lichess.org/qrKhGmH6/black#48,,
02MLA,2r3k1/2P2ppp/3Qp3/3p4/8/7P/5PPK/3q4 b - - 3 34,d1c1 d6d8 c8d8 c7d8q,894,79,75,88,advancedPawn backRankMate endgame mate mateIn2 promotion short,https://lichess.org/mNQ60TtO/black#68,,
02MML,rnb1k2r/pppp1ppp/8/4P3/2B1q3/5Nn1/PPP4P/RNBQK2R w KQkq - 2 9,e1f2 g3h1 d1h1 e4c4,1200,80,93,13111,advantage opening short,https://lichess.org/fJnNpt8E#17,Bishops_Opening Bishops_Opening_Ponziani_Gambit,
02MOC,r2q2k1/ppp3pp/8/1BQN1r2/8/8/PP1P1P1P/n1B3K1 b - - 0 19,d8d5 b5c4 d5c4 c5c4,1295,74,100,867,advantage middlegame pin short,https://lichess.org/OHbsTOYD/black#38,,
02MTH,6kr/pp3R2/7p/3P4/6nb/NQP5/PP4PP/4r1K1 w - - 1 28,f7f1 h4f2 g1h1 e1f1,1063,75,97,767,deflection mate mateIn2 middlegame short,https://lichess.org/o6URxJVp#55,,
02MUO,3qrQ1k/pb5p/2n3pP/3pP3/2pP4/2N5/PPP2R2/2K2R2 b - - 9 29,e8f8 f2f8 d8f8 f1f8,600,106,44,180,fork mate mateIn2 middlegame short,https://lichess.org/McO5BBwQ/black#58,,
02MWI,2r3k1/3np3/p1b3qp/2N1b2p/7P/B1N2rp1/PPP5/1K1RQ1R1 b - - 0 26,f3c3 b2c3 d7c5 e1e5,2144,138,43,16,advantage master middlegame short,https://lichess.org/E6ZPAOEh/black#52,,
02MXX,5r1k/1N4pp/p7/4P3/3p4/3Q1nPb/PP3P1P/4R1K1 w - - 1 31,g1h1 h3g2 h1g2 f3e1 g2f1 e1d3,1823,76,100,331,attraction crushing endgame fork long,https://lichess.org/uAXPbNpT#61,,
02MZT,7k/1p5p/p6r/8/1P6/P2P1Pq1/3PR1RP/7K b - - 1 32,g3f3 e2e8 f3f8 e8f8,660,105,70,309,endgame mate mateIn2 queenRookEndgame short,https://lichess.org/NoAxwk29/black#64,,
02MZb,r3kbnr/1pp2ppp/p1p2q2/4p2b/4P3/3P1N1P/PPP2PP1/RNBQ1RK1 w kq - 3 8,c1g5 h5f3 g5f6 f3d1 f6g7 f8g7,1208,77,94,6743,advantage long opening,https://lichess.org/cYS6ot1j#15,Ruy_Lopez Ruy_Lopez_Exchange_Variation,
02MZc,8/2p5/p2k1p2/2p1p1p1/1PP1P1P1/P3KP2/8/8 w - - 0 40,e3d3 c5b4 a3b4 d6c6 d3c3 c6b6 b4b5 a6b5,2625,86,94,1278,crushing endgame pawnEndgame veryLong,https://lichess.org/GhOQBq6V#79,,
02Mby,3k4/pQ6/2p2p2/2Pqp3/8/6P1/5PKP/8 w - - 1 35,g2h3 d5d7 b7d7 d8d7 h3g4 a7a5,1841,74,94,7797,crushing defensiveMove endgame long queenEndgame,https://lichess.org/5tryfihO#69,,
02McK,r1b4k/2qnNpbp/pp3np1/3p2B1/B1pP4/2P5/PP1N1PPP/R3Q1K1 w - - 0 17,e7d5 f6d5 e1e8 d7f8,1497,78,94,2919,advantage hangingPiece middlegame short,https://lichess.org/91Khr5Nh#33,Englund_Gambit_Declined Englund_Gambit_Declined_Reversed_French,
02Mfp,6k1/2q4p/p3p1p1/3pP3/1prP1R2/2P5/PP3QP1/6K1 b - - 3 28,b4c3 f4f8 g8g7 f2f6,1157,76,95,10308,crushing endgame short,https://lichess.org/clbJGIq1/black#56,,
02MgK,2r3k1/q5pp/4Qp2/8/1Ppb4/5PPP/7K/4BB2 b - - 0 39,g8h8 e6c8,752,78,100,348,backRankMate endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/gyDXOBbe/black#78,,
02MgP,3r1rk1/p1q3pb/1p1b4/8/3B2PQ/2P2p1P/PP3P2/R3RNK1 w - - 1 28,f1g3 d6g3 h4g3 c7g3 f2g3 d8d4 c3d4 f3f2,1974,76,90,1271,advancedPawn advantage kingsideAttack middlegame sacrifice veryLong,https://lichess.org/jRGb0WQd#55,,
02Mh7,1r1q1rk1/2p5/3pNnpP/4p3/p3P3/Pb1PP3/1P4Q1/2KR3R b - - 1 25,b3e6 g2g6 g8h8 g6g7,927,77,99,754,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/FR8FFRv1/black#50,,
02Mk5,r1bqk1nr/pppp3p/2n2pp1/3Q4/2BBP3/8/PPP2PPP/RN2K2R b KQkq - 1 9,c6b4 d5f7,800,81,100,166,mate mateIn1 oneMove opening,https://lichess.org/qYwrynJs/black#18,Scotch_Game Scotch_Game_Classical_Variation,
02MkW,8/6p1/2R4p/p7/1p1q3P/1P3BP1/5PK1/3k4 b - - 14 45,d1e1 c6c1 e1d2 c1d1 d2c3 d1d4,1295,75,100,488,crushing endgame long master skewer,https://lichess.org/QEnUWJkR/black#90,,
02MlO,r1b5/1pp4p/p2p2pk/3Pr3/1PP5/4q1P1/PQ1N2P1/R4R1K w - - 1 23,d2f3 e5h5 f3h4 e3g3,1291,74,95,5436,advantage kingsideAttack middlegame pin short skewer,https://lichess.org/xaIJs1d8#45,,
02MnG,8/8/7R/P2R2p1/7P/3p1P1K/5kr1/3b4 w - - 6 49,d5d3 g5g4 f3g4 d1g4,1828,81,93,827,endgame mate mateIn2 short xRayAttack,https://lichess.org/b8vMFrpL#97,,
02Mor,r4rk1/2p1qppp/p3p3/P1bpQ3/6N1/5P2/1P1B1P1P/R4RK1 w - - 3 25,d2g5 f7f6 g5f6 g7f6,1433,77,88,587,advantage fork middlegame short,https://lichess.org/J5j4XntC#49,,
02Mow,r1b2rk1/p1p2ppp/2pp4/2b3B1/3Nq3/2P4P/PP3PP1/R2Q1RK1 b - - 0 12,c8h3 g2h3 e4g6 d1g4 c5d4 c3d4,1921,78,93,2930,advantage hangingPiece long middlegame quietMove,https://lichess.org/Wu477GgT/black#24,Three_Knights_Opening Three_Knights_Opening_Other_variations,
02Mt2,6k1/R5pp/4N3/5p2/5P2/5RP1/P2r3n/5BK1 w - - 0 32,e6g7 h2f3 g1h1 d2h2,933,97,94,1140,arabianMate endgame hangingPiece mate mateIn2 short,https://lichess.org/NibrzlHY#63,,
02MvQ,2kr3r/pppn1ppp/8/8/3PN1n1/5N1q/PPP1Bb2/R1BQR1K1 w - - 0 20,e4f2 h3g3 g1f1 g3f2,1442,78,96,24899,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/IeHed4JK#39,,
02MwE,4rnk1/pb2r1pp/1p1q1p2/5P2/2BppN2/7R/PP1Q2PP/4R1K1 b - - 1 24,g8h8 f4g6 f8g6 f5g6,1164,81,91,1664,crushing kingsideAttack middlegame pin short,https://lichess.org/MNqQTDDx/black#48,,
02MxE,8/bp1N3r/2p1k2p/3n1p2/7B/3B4/P4PPP/1N4K1 b - - 0 26,e6d7 d3f5 d7e8 f5h7,816,97,86,280,crushing endgame fork short,https://lichess.org/isHktToS/black#52,,
02N0A,r3r1k1/1pp1bp1n/p1n4Q/3qp1P1/8/3P1P1N/PPP1B2P/R3K1R1 b Q - 0 18,d5d6 g5g6 f7g6 g1g6 d6g6 h6g6,1325,77,91,485,crushing fork long middlegame,https://lichess.org/TmfeHtWj/black#36,Vant_Kruijs_Opening Vant_Kruijs_Opening_Other_variations,
02N0o,r1r3kR/p4p2/1qb1pPp1/8/8/5PB1/PPPQp3/4K3 b - - 3 30,g8h8 d2h6 h8g8 h6g7,918,78,100,331,endgame mate mateIn2 short,https://lichess.org/mvudtnG9/black#60,,
02N3Q,8/p1P4R/1brB4/1P1pp3/4k3/P7/K7/8 b - - 0 49,c6c4 h7h4 e4e3 h4c4,897,90,89,307,crushing endgame master short,https://lichess.org/2SH9PQCF/black#98,,
02N7B,rn2kbn1/ppN1p1p1/4bp2/7r/7p/3P4/PPP2PqP/R1BQK2R b KQq - 0 11,e8d8 c7e6 d8c8 d1h5,1639,76,86,112,advantage fork hangingPiece opening short,https://lichess.org/hDT72pZf/black#22,Scandinavian_Defense Scandinavian_Defense_Mieses-Kotroc_Variation,
02N8e,5r2/1Q1P2bk/p6p/1p4p1/2p5/8/PP1q1PPP/5RK1 b - - 0 28,f8d8 b7e4 h7h8 e4e8 d8e8 d7e8q,1139,76,84,207,advancedPawn advantage endgame long promotion,https://lichess.org/rWl4y6cw/black#56,,
02N8z,2k5/pp3R2/2pp4/4p3/1P2P3/PK1P1QP1/1r6/2q5 w - - 15 41,b3a4 c1c2 a4a5 b7b6 a5a6 c2a4,2039,185,82,27,endgame long mate mateIn3,https://lichess.org/aAvAsR9j#81,,
02NAh,5Q2/p1p4k/2b4p/4q1pP/2Pppp2/1P4P1/P4PB1/6K1 b - - 3 33,f4g3 g2h3 g3f2 g1f1,2404,83,61,120,crushing defensiveMove endgame master quietMove short,https://lichess.org/G7Lcbu9W/black#66,,
02NG1,4N3/p7/3k1p2/2p1p3/4q3/P7/1P6/K5R1 b - - 3 47,d6d7 e8f6 d7e6 f6e4,963,77,91,116,crushing endgame fork short,https://lichess.org/NHpdf5QI/black#94,,
02NG2,2k4r/Qp3p2/2p3pp/4q3/8/5P2/Pr3P1P/3RR2K b - - 1 25,e5c7 a7d4 h8d8 d4b2,2093,79,92,3851,crushing endgame fork short,https://lichess.org/FhdN8Dgs/black#50,,
02NKd,r1b1k2r/ppp2pp1/4pq1p/3pP3/1bP5/2NBP1P1/PP3PP1/R2QK2R b KQkq - 0 11,f6e5 d1a4 c8d7 a4b4,1122,77,77,146,advantage fork middlegame short,https://lichess.org/D71Yi7Ny/black#22,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System,
02NMH,7k/p5b1/1p2p1p1/2q1P3/3r4/3B4/P3Q1P1/3R3K w - - 1 28,d3g6 d4h4,1135,77,82,410,endgame mate mateIn1 oneMove,https://lichess.org/85StwTc7#55,,
02NO4,8/3b2kp/4p3/2ppPpPP/p1p4K/P1P1P3/1P2B3/8 b - - 18 40,d7c6 h5h6 g7g8 e2h5,1887,77,87,62,advantage bishopEndgame clearance defensiveMove endgame short,https://lichess.org/wNMyJ9gc/black#80,,
02NXf,r3b1k1/1p3R2/1np1p1B1/4q3/p1P5/8/PP3QP1/6K1 b - - 0 32,e5g5 f7f8 g8g7 g6e8 a8e8 f2f7,2148,79,69,51,advantage discoveredAttack long master middlegame,https://lichess.org/tmKeEd4u/black#64,,
02NZ5,4r1k1/1p6/n2RP1pp/2p3q1/1PP1p1p1/P3P3/1Q2B3/1K5n b - - 0 26,g5e7 d6d7 e7f8 d7f7 f8f7 e6f7,1808,75,86,181,advancedPawn advantage kingsideAttack long middlegame,https://lichess.org/DLIYn4iC/black#52,,
02NZR,r3k2r/pp1bqppp/5n2/1BbpnQB1/8/2N5/PPP2PPP/R3K1NR w KQkq - 8 11,g5f6 e5f3 e1d1 e7e1,1899,75,100,657,doubleCheck mate mateIn2 middlegame short,https://lichess.org/0YRdK9DE#21,French_Defense French_Defense_Exchange_Variation,
02NaQ,rnb1kbnr/pp1pq1pp/2p2p2/4N3/3PP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5,d1h5 g7g6 h5h4 f6e5,1350,77,92,9144,advantage defensiveMove opening short,https://lichess.org/U9pFJWOY#9,Caro-Kann_Defense Caro-Kann_Defense_Other_variations,
02Nc2,r4rk1/1p1nb1pp/1p2pp2/3p3b/3P4/P2NP1B1/1P3PPP/R3KB1R w KQ - 3 15,d3f4 e7b4 a3b4 a8a1,1500,75,93,4273,crushing middlegame short,https://lichess.org/Y6EXYBdK#29,Slav_Defense Slav_Defense_Three_Knights_Variation,
02NcP,r5k1/p4pp1/2p4p/2p5/QPP2BR1/7P/P4RPK/3rq3 b - - 0 28,e1f2 a4d1 h6h5 f4g3,1971,75,96,1275,advantage endgame hangingPiece master short,https://lichess.org/GpLcIRyx/black#56,,
02NfB,5r2/1pQ3k1/3p3R/1P3pq1/Pn1P4/1r2P1P1/5PK1/8 b - - 1 42,f8f7 h6h7 g7h7 c7f7 g5g7 f7b3,1450,76,96,3477,advantage attraction deflection endgame exposedKing fork long,https://lichess.org/nQnkB7H2/black#84,,
02Ngx,2rq4/pp3pk1/4p1p1/3nPn1p/4N2P/5NP1/PP1Q1P2/2R3K1 w - - 1 24,g1g2 d5e3 f2e3 d8d2,1962,75,92,1348,crushing discoveredAttack middlegame short,https://lichess.org/2rbML3i5#47,,
02Ni5,5rk1/pp2R1p1/3p3p/3P1p2/2nN1q2/1N5P/PP2R1P1/7K b - - 1 29,f8b8 e7g7 g8g7 d4e6 g7f6 e6f4,1906,75,92,286,advantage attraction fork long middlegame sacrifice,https://lichess.org/kJNKDKqT/black#58,,
02Nig,3Q4/1p6/2p3p1/5r2/p1P2k2/4b3/PP6/7K w - - 7 42,d8b8 f4f3 b8h2 f5h5 h2h5 g6h5,1913,74,96,2386,crushing defensiveMove endgame long master pin,https://lichess.org/MLFSsI4b#83,,
02Nl2,r1br2Bk/1p6/p1p1p2p/4P3/8/2P2q2/PPQ5/1K5R b - - 1 25,d8g8 h1h6 h8g7 c2h7 g7f8 h6f6 f3f6 e5f6,1794,75,88,1234,advantage endgame exposedKing fork veryLong,https://lichess.org/ePsgpnv7/black#50,,
02NlV,2krr3/ppq3pb/2p4p/4p2P/4N1P1/1P2Q3/P1P2P2/1K1R3R b - - 2 24,d8d4 d1d4 e5d4 e4d6 c7d6 e3e8,1461,76,81,297,crushing discoveredAttack long middlegame queensideAttack,https://lichess.org/uTyxamBO/black#48,,
02Nlw,2R1Q3/3r2p1/5p1p/3bp1k1/4q3/6BP/5PPK/8 w - - 10 39,e8d7 e4g2,939,91,90,66,endgame master mate mateIn1 oneMove,https://lichess.org/Y3P296Nc#77,,
02Np0,1r1q1rk1/1bp1npp1/1p1p1n1p/p2P4/2PQN3/1P4P1/PB3PBP/R4RK1 b - - 1 15,f6e4 d4g7,761,86,87,308,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/OziP9MBL/black#30,English_Opening English_Opening_Carls-Bremen_System,
02Np5,1k6/bp1r2p1/P1R4p/5q1P/5Pp1/6P1/1Q5R/2K5 w - - 2 37,h2c2 a7e3 c1b1 d7d1 b1a2 f5a5,1714,217,54,7,crushing endgame exposedKing long,https://lichess.org/BUA5tZv7#73,,
02NrU,r4rkR/1pq3p1/2pbp1p1/p3P1N1/8/2P1PQ2/PP4P1/2K5 b - - 1 20,g8h8 f3h3 h8g8 h3h7,1144,76,100,1071,endgame mate mateIn2 short,https://lichess.org/n4IuweH0/black#40,,
02NvQ,2krr3/1pp3p1/p4p2/5P2/5P1B/7P/PPQp2R1/1R1KqB2 w - - 3 30,h4e1 d2e1q,404,107,78,167,advancedPawn discoveredCheck doubleCheck mate mateIn1 middlegame oneMove promotion,https://lichess.org/5pPfcHh9#59,,
02Nya,3k3r/ppp2Bb1/2nRQ2p/q5p1/5p2/8/PPP2BPP/3N2K1 b - - 0 20,c7d6 e6d6 d8c8 f7e6,1239,74,100,1670,mate mateIn2 middlegame short,https://lichess.org/aOTxI2zF/black#40,,
02Nzh,r1b2rk1/pppp1ppn/7p/2q1P3/2B2P2/2Q5/P5PP/RN2R2K b - - 2 17,b7b5 c4f7 f8f7 c3c5,846,95,88,339,crushing discoveredAttack middlegame short,https://lichess.org/DbNPhFIf/black#34,Italian_Game Italian_Game_Anti-Fried_Liver_Defense,
02Nzx,r3r3/2pbkp1p/2p2p2/1pb1P3/p7/1BN5/PPP2PPP/2KRR3 w - - 0 15,e5f6 e7f8 e1e8 d7e8 b3a4 b5a4,2289,81,64,65,advantage defensiveMove long middlegame trappedPiece,https://lichess.org/IlE1ZcIO#29,Four_Knights_Game Four_Knights_Game_Scotch_Variation_Accepted,
02O14,r3r1k1/pb1n1pp1/4p2p/1ppq4/3P2nP/2P3P1/PPBB2PN/R1Q2RK1 w - - 0 18,h2g4 d5g2,527,89,80,103,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/lhptRUNf#35,Caro-Kann_Defense Caro-Kann_Defense_Main_Line,
02O2z,4r1k1/5ppp/2N5/1p1B4/4N1Pn/P7/2P1rP1P/2R3K1 w - - 1 28,e4g5 e2e1 c1e1 e8e1,674,79,100,484,mate mateIn2 middlegame short,https://lichess.org/4ORg5Qtc#55,,
02O7b,8/1P4P1/1P3k1K/1B6/8/8/8/4r3 w - - 3 69,g7g8q e1h1,488,101,89,314,endgame master mate mateIn1 oneMove,https://lichess.org/3m3sb5L6#137,,
02O8w,2r2rk1/5pp1/p5np/b2p4/3P4/Pq1BPN2/1PR2QPP/3R2K1 w - - 6 26,c2c8 b3d1 f2f1 d1f1 g1f1 f8c8,1337,74,96,30237,advantage fork hangingPiece long middlegame,https://lichess.org/9x0LEN6h#51,,
02O9Q,5Bk1/1p1r3p/8/p4N2/1nP1p3/1P6/3R1nPP/3R3K w - - 1 38,d2f2 d7d1 f2f1 d1f1,990,139,58,22,backRankMate endgame hangingPiece mate mateIn2 short,https://lichess.org/0fIxumeZ#75,,
02OC6,r1bq1rk1/6pp/p2b4/1p1pB3/6P1/2PQPN2/PP5P/R4RK1 b - - 0 18,c8g4 d3d5 g8h8 e5d6 g4f3 f1f3,2035,83,91,3781,crushing long middlegame,https://lichess.org/WeTbdktL/black#36,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System,
02OCO,5rk1/5p2/1pQ2n1p/4p1p1/8/2P1PB1P/Pq3PPB/R5K1 w - - 0 22,c6f6 b2a1 f3d1 a1d1,793,104,76,36,backRankMate endgame hangingPiece mate mateIn2 short,https://lichess.org/jl6l760x#43,,
02ODb,2b2k2/2r5/1p1Np1Np/p4p2/P7/2P5/1P3PPP/6K1 b - - 2 35,f8g7 d6e8 g7g6 e8c7,874,86,90,215,advantage endgame fork master short,https://lichess.org/lnNupAfo/black#70,,
02OEe,r5k1/3p1p1r/3PpBp1/p3P3/Pp1nqb2/1B4N1/1PP2PKP/3R1R2 w - - 0 31,g3e4 h7h2 g2g1 d4f3,944,77,79,109,cornerMate mate mateIn2 middlegame short,https://lichess.org/FZ4mjwDw#61,,
02OKj,7r/5p1p/1R3k2/4n1p1/3N1N2/4K3/1P5r/8 b - - 1 29,f6g7 d4f5 g7g8 b6b8,1386,79,90,264,endgame mate mateIn2 short,https://lichess.org/ubuQTKIF/black#58,,
02OU1,8/pppk1B1p/5p2/n2P1n2/8/2P5/P1P4B/7K b - - 0 26,a5c4 f7e6 d7d8 e6f5,943,88,83,530,advantage endgame fork short,https://lichess.org/NLu7Xink/black#52,,
02OW7,4R3/2k5/p4P2/8/8/1p6/r5PK/8 b - - 3 38,b3b2 f6f7 b2b1q e8e7 c7b6 f7f8q,2199,99,90,998,advancedPawn crushing endgame exposedKing long promotion rookEndgame,https://lichess.org/D3Dd59FB/black#76,,
02OZP,rn1qk2r/1pp1npp1/pb2p2p/3pP2b/1P1P4/P1N2N1P/2PBBPP1/R2QK2R w KQkq - 1 12,c3a4 h5f3 e2f3 b6d4,1144,79,84,2000,advantage capturingDefender middlegame short,https://lichess.org/NcXRma9u#23,Scandinavian_Defense Scandinavian_Defense_Other_variations,
02Oaq,8/4k1p1/p4r1p/1p1p4/B2np3/P7/1r1N1PPP/R2R2K1 w - - 0 35,d2e4 d4e2 g1f1 d5e4,1649,117,69,39,crushing intermezzo middlegame short,https://lichess.org/dExSB1rw#69,,
02Oc8,8/Q5p1/4pk2/p2q4/P1pn4/8/5PPP/R5K1 w - - 2 29,a1d1 d4e2 g1f1 d5d1,1085,103,94,1102,discoveredAttack endgame mate mateIn2 short,https://lichess.org/AmB0sTp9#57,,
02Ofv,8/p3R3/k4p2/3b2p1/7p/6PP/PPr2P1B/6KR w - - 0 33,g3h4 c2c1 e7e1 c1e1,648,102,96,1631,endgame mate mateIn2 pillsburysMate short,https://lichess.org/ZKMjUUSC#65,,
02Ogx,8/4p3/3pp3/4k1p1/1pP1P3/3K2P1/P4P2/8 w - - 0 30,f2f4 g5f4 g3f4 e5f4 d3d4 e6e5,1004,80,52,58,endgame,https://lichess.org/56s7S1Ml#59,,
